"","master_ccl_id","ccl_name","ccl_availability","ccle_primary_site","ccle_primary_hist","ccle_hist_subtype_1","sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"SU-DHL-6",1143,"SUDHL6","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","SU-DHL-6","Lymphoid","Diffuse large B-cell lymphoma germinal center B-cell type","CVCL_2206","SUDHL6_1504_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SU-DHL-8",1144,"SUDHL8","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","SU-DHL-8","Lymphoid","Diffuse large B-cell lymphoma germinal center B-cell type","CVCL_2207","SUDHL8_1505_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SU.86.86",1138,"SU8686","ccle;public","pancreas","carcinoma","ductal_carcinoma","SU.86.86","Pancreas","Pancreatic adenocarcinoma","CVCL_3881","SU.86.86_1506_2019","pancreas","Cancer cell line",TRUE
"SUIT-2",1145,"SUIT2","ccle;public","pancreas","carcinoma","ductal_carcinoma","SUIT-2","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_3172","SUIT2_1507_2019","pancreas","Cancer cell line",TRUE
"SUP-B15",1146,"SUPB15","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_B_cell_leukaemia","SUP-B15","Lymphoid","Childhood B acute lymphoblastic leukemia","CVCL_0103","SUPB15_1518_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SUP-HD1",1147,"SUPHD1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma","SUP-HD1","Lymphoid","Hodgkin lymphoma","CVCL_2208","SUPHD1_1520_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SUP-M2",1148,"SUPM2","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","anaplastic_large_cell_lymphoma","SUP-M2","Lymphoid","Anaplastic large cell lymphoma","CVCL_2209","SUPM2_1521_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SUP-T1",1149,"SUPT1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia","SUP-T1","Lymphoid","Childhood T lymphoblastic lymphoma","CVCL_1714","SUPT1_1522_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SUP-T11",1150,"SUPT11","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","peripheral_T_cell_lymphoma_unspecified","SUP-T11","Lymphoid","Adult T acute lymphoblastic leukemia","CVCL_2210","SUPT11_1523_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SW1088",1151,"SW1088","ccle;public","central_nervous_system","glioma","","SW1088","CNS/Brain","Astrocytoma","CVCL_1715","SW1088_1527_2019","central_nervous_system","Cancer cell line",NA
"SW1116",1152,"SW1116","ccle;public","large_intestine","carcinoma","adenocarcinoma","SW1116","Bowel","Colon adenocarcinoma","CVCL_0544","SW1116_1528_2019","large_intestine","Cancer cell line",NA
"SW1271",1153,"SW1271","ccle;public","lung","carcinoma","small_cell_carcinoma","SW1271","Lung","Small cell lung carcinoma","CVCL_1716","SW1271_1524_2019","lung","Cancer cell line",NA
"SW1353",1154,"SW1353","ccle;public","bone","chondrosarcoma","","SW1353","Bone","Primary central chondrosarcoma","CVCL_0543","SW1353_1525_2019","bone","Cancer cell line",NA
"SW1417",1155,"SW1417","ccle;public","large_intestine","carcinoma","adenocarcinoma","SW1417","Bowel","Colon adenocarcinoma","CVCL_1717","SW1417_1530_2019","large_intestine","Cancer cell line",NA
"SW1463",1156,"SW1463","ccle;public","large_intestine","carcinoma","adenocarcinoma","SW1463","Bowel","Rectal adenocarcinoma","CVCL_1718","SW1463_1531_2019","large_intestine","Cancer cell line",NA
"SW1573",1157,"SW1573","ccle;public","lung","carcinoma","squamous_cell_carcinoma","SW1573","Lung","Minimally invasive lung adenocarcinoma","CVCL_1720","SW1573_1533_2019","lung","Cancer cell line",NA
"SW1710",1158,"SW1710","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","SW1710","Bladder/Urinary Tract","Bladder carcinoma","CVCL_1721","SW1710_1534_2019","urinary_tract","Cancer cell line",NA
"SW1783",1159,"SW1783","ccle;public","central_nervous_system","glioma","astrocytoma_Grade_III","SW1783","CNS/Brain","Anaplastic astrocytoma","CVCL_1722","SW1783_1535_2019","central_nervous_system","Cancer cell line",NA
"SW1990",1160,"SW1990","ccle;public","pancreas","carcinoma","ductal_carcinoma","SW1990","Pancreas","Pancreatic adenocarcinoma","CVCL_1723","SW1990_1536_2019","pancreas","Cancer cell line",NA
"SW48",1162,"SW48","ccle;public","large_intestine","carcinoma","adenocarcinoma","SW48","Bowel","Colon adenocarcinoma","CVCL_1724","SW48_1538_2019","large_intestine","Cancer cell line",NA
"SW579",1165,"SW579","ccle;public","thyroid","carcinoma","anaplastic_carcinoma","SW579","Thyroid","Thyroid gland squamous cell carcinoma","CVCL_3603","SW579_1540_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SW620",1166,"SW620","ccle;public","large_intestine","carcinoma","adenocarcinoma","SW620","Bowel","Colon adenocarcinoma","CVCL_0547","SW620_1541_2019","large_intestine","Cancer cell line",TRUE
"SW948",1170,"SW948","ccle;public","large_intestine","carcinoma","adenocarcinoma","SW948","Bowel","Colon adenocarcinoma","CVCL_0632","SW948_1549_2019","large_intestine","Cancer cell line",NA
"SW982",150887,"SW982","collaborator","","","","SW982","Soft Tissue","Biphasic synovial sarcoma","CVCL_1734","SW982_1552_2019","soft_tissue","Cancer cell line",NA
"SYO-1",155827,"SYO1","collaborator","","","","SYO-1","Soft Tissue","Biphasic synovial sarcoma","CVCL_7146","SYO1_1553_2019",NA,"Cancer cell line",NA
"T-47D",1175,"T47D","ccle;public","breast","carcinoma","ductal_carcinoma","T-47D","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0553","T47D_1559_2019","breast","Cancer cell line",TRUE
"T24",1172,"T24","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","T24","Bladder/Urinary Tract","Bladder carcinoma","CVCL_0554","T24_1554_2019","urinary_tract","Cancer cell line",NA
"T3M-10",1173,"T3M10","ccle;public","lung","carcinoma","large_cell_carcinoma","T3M-10","Lung","Large cell lung carcinoma","CVCL_8067","T3M10_1556_2019","lung","Cancer cell line",TRUE
"T84",1176,"T84","ccle;public","large_intestine","carcinoma","adenocarcinoma","T84","Bowel","Colon adenocarcinoma","CVCL_0555","T84_1561_2019","large_intestine","Cancer cell line",TRUE
"T98G",1177,"T98G","ccle;public","central_nervous_system","glioma","astrocytoma_Grade_IV","T98G","CNS/Brain","Glioblastoma","CVCL_0556","T98G_1562_2019","central_nervous_system","Cancer cell line",NA
"TALL-1 [Human adult T-ALL]",1178,"TALL1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia","TALL-1 [Human adult T-ALL]","Lymphoid","Adult T acute lymphoblastic leukemia","CVCL_1736","TALL1_1564_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"TC-71",1180,"TC71","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor","","TC-71","Bone","Ewing sarcoma","CVCL_2213","TC71_1567_2019","bone","Cancer cell line",NA
"TCC-PAN2",1182,"TCCPAN2","ccle;public","pancreas","carcinoma","","TCC-PAN2","Pancreas","Pancreatic adenocarcinoma","CVCL_3178","TCCPAN2_1569_2019","pancreas","Cancer cell line",TRUE
"TCCSUP",1183,"TCCSUP","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","TCCSUP","Bladder/Urinary Tract","Bladder carcinoma","CVCL_1738","TCCSUP_1570_2019","urinary_tract","Cancer cell line",NA
"TE 441.T",1192,"TE441T","ccle;public","soft_tissue","rhabdomyosarcoma","","TE 441.T","Soft Tissue","Rhabdomyosarcoma","CVCL_1754","TE441.T_1573_2019","soft_tissue","Cancer cell line",NA
"TE 617.T",1195,"TE617T","ccle;public","soft_tissue","rhabdomyosarcoma","","TE 617.T","Soft Tissue","Rhabdomyosarcoma","CVCL_1755","TE617.T_1574_2019","soft_tissue","Cancer cell line",NA
"TE-1",1184,"TE1","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-1","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1759","TE1_1575_2019","oesophagus","Cancer cell line",NA
"TE-10",1185,"TE10","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-10","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1760","TE10_1576_2019","oesophagus","Cancer cell line",NA
"TE-11",1186,"TE11","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-11","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1761","TE11_1577_2019","oesophagus","Cancer cell line",NA
"TE-14",1188,"TE14","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-14","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_3336","TE14_1579_2019","oesophagus","Cancer cell line",NA
"TE-15",1189,"TE15","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-15","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1763","TE15_1580_2019","oesophagus","Cancer cell line",NA
"TE-4",1191,"TE4","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-4","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_3337","TE4_1581_2019","oesophagus","Cancer cell line",NA
"TE-5",1193,"TE5","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-5","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1764","TE5_1582_2019","oesophagus","Cancer cell line",NA
"TE-6",1194,"TE6","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-6","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1765","TE6_1583_2019","oesophagus","Cancer cell line",NA
"TE-8",1196,"TE8","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-8","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1766","TE8_1584_2019","oesophagus","Cancer cell line",NA
"TE-9",1197,"TE9","ccle;public","oesophagus","carcinoma","squamous_cell_carcinoma","TE-9","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1767","TE9_1585_2019","oesophagus","Cancer cell line",TRUE
"TF-1",1199,"TF1","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","TF-1","Myeloid","Erythroleukemia","CVCL_0559","TF1_1588_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"THP-1",1201,"THP1","ccle;public","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","THP-1","Myeloid","Childhood acute monocytic leukemia","CVCL_0006","THP1_1593_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"TM-31",1204,"TM31","ccle;public","central_nervous_system","glioma","astrocytoma","TM-31","CNS/Brain","Astrocytoma","CVCL_6735","TM31_1598_2019","central_nervous_system","Cancer cell line",NA
"Tm87-16",155822,"TM87-16","collaborator","","","","Tm87-16","Other","Extrarenal rhabdoid tumor","CVCL_8001","TM8716_1599_2019",NA,"Cancer cell line",TRUE
"Toledo",1206,"TOLEDO","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","Toledo","Lymphoid","Diffuse large B-cell lymphoma","CVCL_3611","Toledo_1603_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"TOV-112D",1208,"TOV112D","ccle;public","ovary","carcinoma","endometrioid_carcinoma","TOV-112D","Ovary/Fallopian Tube","Ovarian endometrioid adenocarcinoma","CVCL_3612","TOV112D_1604_2019","ovary","Cancer cell line",NA
"TOV-21G",1209,"TOV21G","ccle;public","ovary","carcinoma","clear_cell_carcinoma","TOV-21G","Ovary/Fallopian Tube","Ovarian clear cell adenocarcinoma","CVCL_3613","TOV21G_1605_2019","ovary","Cancer cell line",NA
"TT",1212,"TTTHYROID","ccle;public","thyroid","carcinoma","medullary_carcinoma","TT","Thyroid","Hereditary thyroid gland medullary carcinoma","CVCL_1774","TT_1606_2019","thyroid","Cancer cell line",NA
"TT2609-C02",1210,"TT2609C02","ccle;public","thyroid","carcinoma","follicular_carcinoma","TT2609-C02","Thyroid","Thyroid gland follicular carcinoma","CVCL_2218","TT2609C02_1607_2019","thyroid","Cancer cell line",NA
"TTC-709",155824,"TTC709","collaborator","","","","TTC-709","Other","Extrarenal rhabdoid tumor","CVCL_8007","TTC709_1608_2019",NA,"Cancer cell line",NA
"TUHR10TKB",1213,"TUHR10TKB","ccle;public","kidney","carcinoma","","TUHR10TKB","Kidney","Renal cell carcinoma","CVCL_5952","TUHR10TKB_1610_2019","kidney","Cancer cell line",NA
"TUHR14TKB",1214,"TUHR14TKB","ccle;public","kidney","carcinoma","","TUHR14TKB","Kidney","Renal cell carcinoma","CVCL_5953","TUHR14TKB_1611_2019","kidney","Cancer cell line",NA
"TUHR4TKB",1216,"TUHR4TKB","ccle;public","kidney","carcinoma","","TUHR4TKB","Kidney","Renal cell carcinoma","CVCL_5957","TUHR4TKB_1612_2019","kidney","Cancer cell line",NA
"TYK-nu",1217,"TYKNU","ccle;public","ovary","carcinoma","undifferentiated_carcinoma","TYK-nu","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1776","TYKnu_1614_2019","ovary","Cancer cell line",NA
"U-118MG",1218,"U118MG","ccle;public","central_nervous_system","glioma","astrocytoma","U-118MG","CNS/Brain","Astrocytoma","CVCL_0633","U118MG_1616_2019","central_nervous_system","Cancer cell line",NA
"U-251MG",1223,"U251MG","ccle;public","central_nervous_system","glioma","astrocytoma","U-251MG","CNS/Brain","Astrocytoma","CVCL_0021","U251_1628_2019","central_nervous_system","Cancer cell line",NA
"U-87MG ATCC",1230,"U87MG","ccle;public","central_nervous_system","glioma","astrocytoma","U-87MG ATCC","CNS/Brain","Glioblastoma","CVCL_0022","U87MG_1623_2019","central_nervous_system","Cancer cell line",NA
"U-937",1231,"U937","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","U-937","Myeloid","Adult acute monocytic leukemia","CVCL_0007","U937_1624_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"U-BLC1",1236,"UBLC1","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","U-BLC1","Bladder/Urinary Tract","Bladder carcinoma","CVCL_2738","UBLC1_1625_2019","urinary_tract","Cancer cell line",NA
"U-CH1",155841,"U-CH1","collaborator","","","","U-CH1","Bone","Sacral chordoma","CVCL_4988","UCH1_1626_2019",NA,"Cancer cell line",NA
"U266B1",1225,"U266B1","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma","U266B1","Lymphoid","Plasma cell myeloma","CVCL_0566","U266_1620_2019","haematopoietic_and_lymphoid_tissue",NA,NA
"U2OS",1226,"U2OS","ccle;public","bone","osteosarcoma","","U2OS","Bone","Osteosarcoma","CVCL_0042","U2OS_1619_2019","bone","Cancer cell line",NA
"UACC-257",1232,"UACC257","ccle;public","skin","malignant_melanoma","","UACC-257","Skin","Melanoma","CVCL_1779","UACC257_1632_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"UACC-62",1233,"UACC62","ccle;public","skin","malignant_melanoma","","UACC-62","Skin","Melanoma","CVCL_1780","UACC62_1634_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"UACC-812",1234,"UACC812","ccle;public","breast","carcinoma","ductal_carcinoma","UACC-812","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_1781","UACC812_1635_2019","breast","Cancer cell line",NA
"UM-UC-1",1243,"UMUC1","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","UM-UC-1","Bladder/Urinary Tract","Bladder carcinoma","CVCL_2743","UMUC1_1642_2019","urinary_tract","Cancer cell line",TRUE
"UM-UC-3",1244,"UMUC3","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","UM-UC-3","Bladder/Urinary Tract","Bladder carcinoma","CVCL_1783","UMUC3_1643_2019","urinary_tract","Cancer cell line",NA
"UO-31",1245,"UO31","public","","","","UO-31","Kidney","Renal cell carcinoma","CVCL_1911","UO31_1647_2019","kidney","Cancer cell line",NA
"VCaP",1249,"VCAP","ccle;public","prostate","carcinoma","adenocarcinoma","VCaP","Prostate","Prostate carcinoma","CVCL_2235","VCaP_1653_2019","prostate","Cancer cell line",TRUE
"VM-CUB-1",1250,"VMCUB1","ccle;public","urinary_tract","carcinoma","transitional_cell_carcinoma","VM-CUB-1","Bladder/Urinary Tract","Bladder carcinoma","CVCL_1786","VMCUB1_1654_2019","urinary_tract","Cancer cell line",NA
"VMRC-LCD",1251,"VMRCLCD","ccle;public","lung","carcinoma","adenocarcinoma","VMRC-LCD","Lung","Lung adenocarcinoma","CVCL_1787","VMRCLCD_1655_2019","lung","Cancer cell line",NA
"VMRC-RCW",1253,"VMRCRCW","ccle;public","kidney","carcinoma","","VMRC-RCW","Kidney","Renal cell carcinoma","CVCL_1790","VMRCRCW_1658_2019","kidney","Cancer cell line",NA
"VMRC-RCZ",1254,"VMRCRCZ","ccle;public","kidney","carcinoma","renal_cell_carcinoma","VMRC-RCZ","Kidney","Renal cell carcinoma","CVCL_1791","VMRCRCZ_1659_2019","kidney","Cancer cell line",NA
"WM115",1255,"WM115","ccle;public","skin","malignant_melanoma","","WM115","Skin","Melanoma","CVCL_0040","WM115_1662_2019","skin","Cancer cell line",TRUE
"WM1799",1256,"WM1799","ccle;public","skin","malignant_melanoma","","WM1799","Skin","Melanoma","CVCL_A341","WM1799_1669_2019","skin","Cancer cell line",NA
"WM266-4",1260,"WM2664","ccle;public","skin","malignant_melanoma","","WM266-4","Skin","Melanoma","CVCL_2765","WM2664_1663_2019","skin","Cancer cell line",TRUE
"WM793",1270,"WM793","ccle;public","skin","malignant_melanoma","","WM793","Skin","Melanoma","CVCL_8787","WM793_1664_2019","skin","Cancer cell line",NA
"WM88",1271,"WM88","ccle;public","skin","malignant_melanoma","","WM88","Skin","Melanoma","CVCL_6805","WM88_1665_2019","skin","Cancer cell line",TRUE
"WM983B",1273,"WM983B","ccle;public","skin","malignant_melanoma","","WM983B","Skin","Melanoma","CVCL_6809","WM983B_1666_2019","skin","Cancer cell line",TRUE
"WSU-DLCL2",1274,"WSUDLCL2","ccle;public","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","diffuse_large_B_cell_lymphoma","WSU-DLCL2","Lymphoid","Diffuse large B-cell lymphoma germinal center B-cell type","CVCL_1902","WSUDLCL2_1675_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Yamato-SS",155826,"YAMATO","collaborator","","","","Yamato-SS","Soft Tissue","Biphasic synovial sarcoma","CVCL_6C44","YAMATO_1678_2019",NA,"Cancer cell line",TRUE
"YAPC",1277,"YAPC","ccle;public","pancreas","carcinoma","","YAPC","Pancreas","Pancreatic carcinoma","CVCL_1794","YAPC_1679_2019","pancreas","Cancer cell line",NA
"YD-10B",1278,"YD10B","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","YD-10B","Head and Neck","Tongue squamous cell carcinoma","CVCL_8929","YD10B_1680_2019","upper_aerodigestive_tract","Cancer cell line",NA
"YD-15",1279,"YD15","ccle;public","salivary_gland","carcinoma","mucoepidermoid_carcinoma","YD-15","Head and Neck","Tongue squamous cell carcinoma","CVCL_8930","YD15_1681_2019","salivary_gland","Cancer cell line",NA
"YD-38",1280,"YD38","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","YD-38","Head and Neck","Gingival squamous cell carcinoma","CVCL_L083","YD38_1682_2019","upper_aerodigestive_tract","Cancer cell line",NA
"YD-8",1281,"YD8","ccle;public","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","YD-8","Head and Neck","Tongue squamous cell carcinoma","CVCL_L079","YD8_1683_2019","upper_aerodigestive_tract","Cancer cell line",NA
"YH-13",1282,"YH13","ccle;public","central_nervous_system","glioma","astrocytoma_Grade_IV","YH-13","CNS/Brain","Glioblastoma","CVCL_1795","YH13_1684_2019","central_nervous_system","Cancer cell line",NA
"YKG-1",1283,"YKG1","ccle;public","central_nervous_system","glioma","astrocytoma_Grade_IV","YKG-1","CNS/Brain","Glioblastoma","CVCL_1796","YKG1_1685_2019","central_nervous_system","Cancer cell line",NA
"ZR-75-1",1285,"ZR751","ccle;public","breast","carcinoma","ductal_carcinoma","ZR-75-1","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0588","ZR751_1689_2019","breast","Cancer cell line",TRUE
"ZR-75-30",1286,"ZR7530","ccle;public","breast","carcinoma","ductal_carcinoma","ZR-75-30","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_1661","ZR7530_1690_2019","breast","Cancer cell line",TRUE
